Customer ID,Age,Income,Education,Occupation,Income,Average Balance,Appraisal,Industri,Pelunasan Kredit
1234561888,4,5,5,1,1,5,2,3,0
1234561517,4,4,2,5,4,1,4,4,1
1234561098,1,2,5,5,2,5,5,4,1
1234561436,4,1,3,2,2,2,3,2,1
1234561260,2,4,5,5,5,5,4,4,0
1234561540,4,4,1,4,2,2,3,4,1
1234561041,4,3,3,4,3,5,1,4,1
1234561538,1,4,1,2,3,3,5,1,0
1234561812,1,4,2,2,1,1,2,3,1
1234561252,4,2,3,1,3,3,3,5,1
1234561388,3,5,2,4,4,2,1,2,0
1234561250,4,4,1,1,1,3,4,3,1
1234561735,5,4,5,1,2,5,3,1,1
1234561011,1,5,4,5,2,3,3,3,1
1234561731,2,2,5,3,1,3,3,4,0
1234561506,5,2,5,2,4,3,5,2,0
1234561498,2,2,1,4,3,5,2,5,1
1234561135,1,3,4,3,4,3,5,4,1
1234561174,4,1,4,1,2,3,2,3,1
1234561439,1,3,2,4,2,2,1,3,0
1234561177,4,2,5,4,2,4,1,1,1
1234561745,5,2,4,4,3,3,5,5,0
1234561224,4,3,5,2,2,2,1,4,0
1234561455,5,3,4,1,4,4,5,5,0
1234561973,2,2,2,5,4,2,5,4,1
1234561358,4,5,5,5,2,4,5,1,1
1234561449,5,4,5,1,5,4,4,3,1
1234561693,5,3,1,5,2,3,4,3,0
1234561270,2,5,3,4,4,5,5,3,0
1234561880,4,2,3,1,2,3,5,2,0
1234561109,5,5,3,5,2,2,4,3,1
1234561931,2,1,5,4,3,1,5,4,1
1234561970,1,4,4,1,5,2,2,3,1
1234561363,5,1,1,1,2,2,2,3,1
1234561898,5,3,4,2,4,5,3,3,0
1234561306,5,4,4,3,4,2,2,1,0
1234561614,4,2,1,1,4,2,5,1,1
1234561149,1,5,1,5,4,1,5,1,1
1234561286,2,3,3,1,3,5,3,3,1
1234561774,1,1,2,2,4,4,3,1,1
1234561878,1,1,5,3,5,1,3,4,1
1234561236,3,4,3,2,2,4,1,3,1
1234561725,1,2,2,1,2,4,5,4,0
1234561984,2,5,4,4,1,1,4,2,1
1234561938,5,1,5,4,3,1,1,5,1
1234561670,3,2,4,5,3,2,5,2,1
1234561549,4,1,4,3,3,1,2,5,1
1234561643,4,5,5,2,4,3,2,2,1
1234561480,4,5,1,5,4,1,4,5,1
1234561011,3,3,2,4,2,1,2,1,0
1234561661,1,5,1,4,2,5,2,4,0
1234561284,3,4,4,4,4,4,2,1,1
1234561521,1,3,1,2,2,1,5,4,1
1234561662,2,3,4,5,1,2,3,4,0
1234561792,3,2,2,3,3,1,5,2,0
1234561470,1,1,2,1,4,2,1,1,1
1234561131,4,3,2,3,2,2,1,4,1
1234561447,2,4,1,5,5,3,5,2,1
1234561261,2,4,2,4,3,3,4,2,0
1234561219,3,1,3,3,3,2,3,5,1
1234561641,5,3,4,2,1,3,2,3,1
1234561248,5,1,4,1,4,1,1,4,0
1234561648,1,5,4,4,2,1,5,5,0
1234561512,3,2,2,1,4,1,2,4,1
1234561782,2,5,3,1,5,4,2,1,0
1234561238,4,2,4,5,5,3,3,5,1
1234561143,3,5,1,4,1,4,4,5,0
1234561178,2,4,4,3,5,1,3,4,1
1234561891,4,4,5,4,1,3,4,5,1
1234561025,1,2,2,5,4,4,3,3,1
1234561830,3,4,3,3,1,1,5,1,0
1234561920,4,4,3,1,4,3,2,3,1
1234561773,2,1,4,5,1,3,3,5,0
1234561455,2,1,3,4,4,2,2,4,0
1234561935,4,3,5,3,3,5,5,1,1
1234561717,5,3,3,2,1,1,5,5,0
1234561864,3,4,4,2,3,3,5,1,0
1234561068,4,1,4,5,4,2,4,5,1
1234561963,2,1,4,1,3,4,1,1,1
1234561978,2,5,3,1,5,1,2,2,0
1234561976,1,3,1,1,3,3,3,4,0
1234561729,5,2,1,3,4,2,3,2,1
1234561109,3,5,4,1,3,2,4,4,1
1234561336,2,5,1,2,5,4,1,1,0
1234561135,5,1,2,5,5,5,3,3,1
1234561803,3,2,1,5,4,5,2,3,0
1234561115,4,1,5,2,3,3,3,4,1
1234561762,3,3,4,1,5,5,2,5,0
1234561648,4,4,1,4,4,1,1,4,1
1234561848,5,2,4,3,2,1,5,4,1
1234561111,2,1,2,2,2,1,4,2,1
1234561511,1,1,4,1,3,5,2,3,0
1234561449,3,5,1,3,5,5,1,4,0
1234561583,3,5,2,5,2,5,3,5,0
1234561711,5,5,2,3,1,5,3,5,0
1234561817,2,2,2,3,4,1,3,5,0
1234561890,5,5,3,1,1,4,5,2,0
1234561290,2,2,1,3,5,4,1,5,0
1234561720,2,4,5,5,1,2,5,5,0
1234561435,3,4,2,3,3,3,5,1,1
1234561789,4,1,1,5,5,4,3,5,1
1234561758,4,3,3,2,4,1,4,2,1
1234561440,3,3,2,3,1,3,4,1,1
1234561017,5,2,3,2,4,5,1,4,0
1234561438,5,3,1,5,1,5,3,4,1
1234561004,5,1,4,1,3,2,5,2,1
1234561572,2,1,4,2,4,4,5,1,1
1234561776,1,3,3,1,4,5,3,1,0
1234561202,4,5,1,5,3,1,1,1,1
1234561841,4,2,3,3,2,1,5,3,0
1234561107,1,5,4,3,5,5,5,2,1
1234561411,1,1,3,2,3,4,2,5,1
1234561625,1,4,1,4,4,5,4,5,0
1234561772,5,1,4,3,1,1,4,5,1
1234561728,1,3,5,4,5,5,2,1,0
1234561912,2,4,5,1,3,3,5,5,0
1234561645,4,2,2,1,2,1,3,2,0
1234561563,3,4,1,3,4,5,4,2,1
1234561858,3,5,3,1,5,3,5,5,1
1234561261,1,2,4,4,2,5,2,2,1
1234561019,3,4,5,1,1,5,4,1,0
1234561680,2,4,2,3,1,1,4,1,0
1234561087,5,5,3,1,3,2,1,1,0
1234561332,2,4,1,2,4,2,4,2,0
1234561747,1,1,1,1,4,5,2,1,1
1234561135,5,1,2,5,3,3,2,3,1
1234561193,2,3,5,3,5,3,2,2,0
1234561352,1,4,1,2,3,3,4,4,0
1234561561,5,5,5,2,1,2,5,1,1
1234561132,4,3,5,1,4,4,4,2,0
1234561394,2,5,4,3,5,4,1,3,0
1234561308,2,1,2,3,3,2,3,2,0
1234561447,2,1,1,5,2,5,5,1,1
1234561385,3,5,1,1,4,5,1,5,1
1234561092,3,4,4,5,1,4,2,4,0
1234561314,4,3,5,5,1,3,3,2,1
1234561371,3,1,2,1,5,1,2,5,0
1234561520,3,1,1,1,1,5,1,1,0
1234561566,2,3,3,2,4,2,4,4,1
1234561841,1,1,5,5,5,1,5,4,0
1234561409,2,4,1,4,1,5,3,2,0
1234561990,3,4,1,4,1,5,5,5,0
1234561003,5,1,4,5,2,2,1,1,0
1234561626,5,5,5,5,1,1,4,5,0
1234561783,4,4,5,5,2,5,1,2,1
1234561948,2,4,2,2,1,2,2,2,1
1234561632,4,2,4,1,4,1,1,5,1
1234561496,5,3,1,1,5,1,1,5,0
1234561090,1,3,4,2,2,3,1,5,0
1234561348,2,4,3,1,1,1,5,2,1
1234561067,2,3,4,1,3,2,1,2,0
1234561149,5,5,2,1,3,5,1,3,1
1234561972,1,2,3,1,1,1,3,2,1
1234561290,3,2,2,5,1,2,3,5,0
1234561460,4,4,4,1,3,5,3,5,0
1234561118,3,3,2,4,5,2,3,2,0
1234561860,3,4,1,1,1,5,2,5,1
1234561387,5,1,4,2,5,2,1,3,0
1234561326,5,3,4,5,4,3,2,4,1
1234561465,2,3,2,3,3,2,4,5,1
1234561682,5,2,1,5,4,5,2,5,0
1234561707,1,3,5,4,3,4,4,3,0
1234561346,5,4,4,5,4,5,2,3,1
1234561868,1,4,3,4,4,1,1,4,1
1234561822,2,4,4,1,4,5,3,4,0
1234561136,3,5,5,2,4,3,1,4,1
1234561513,5,1,2,2,5,4,4,4,0
1234561190,1,2,2,5,4,1,3,5,1
1234561818,1,5,1,3,3,5,5,4,0
1234561533,1,2,3,1,1,2,3,1,1
1234561114,4,2,3,4,1,5,3,1,1
1234561989,4,1,5,4,5,3,3,3,1
1234561955,1,2,5,1,2,1,4,3,1
1234561365,1,1,2,1,5,1,2,3,1
1234561815,1,3,3,5,5,5,2,5,1
1234561399,2,2,5,5,1,4,3,3,0
1234561468,4,3,1,1,5,2,4,2,1
1234561411,5,5,1,3,3,5,2,4,1
1234561831,5,3,4,5,5,2,5,2,1
1234561202,2,4,2,4,3,1,4,3,0
1234561364,4,3,4,2,3,5,3,4,0
1234561406,5,1,2,1,2,4,3,1,1
1234561483,2,1,2,3,3,4,2,3,0
1234561626,5,4,2,3,2,2,2,1,0
1234561915,3,1,2,1,3,3,1,4,1
1234561427,2,3,3,4,4,5,2,4,1
1234561269,4,2,1,4,5,5,5,3,0
1234561516,1,3,2,2,4,5,3,2,0
1234561418,1,1,1,3,4,5,2,1,0
1234561957,5,4,3,1,1,3,1,2,0
1234561708,5,5,4,3,4,2,3,5,1
1234561194,1,4,3,5,4,5,5,4,0
1234561689,1,4,4,5,4,5,2,4,1
1234561084,1,5,1,2,1,2,2,4,1
1234561858,4,4,1,4,2,4,5,2,0
1234561816,5,5,3,2,4,4,1,3,0
1234561293,2,3,3,3,3,1,3,3,1
1234561582,3,5,3,3,3,5,2,2,0
1234561878,1,3,1,5,5,4,1,5,1
1234561111,3,5,3,4,4,4,4,1,0
1234561996,2,1,2,1,4,5,2,4,1
1234561736,1,2,5,1,2,4,1,4,0
1234561815,1,1,1,2,5,1,2,4,0
1234561627,1,5,2,1,5,1,5,5,1
1234561660,3,2,3,3,5,2,4,2,0
1234561611,1,4,4,2,4,3,4,5,0
1234561218,3,4,5,3,2,1,3,4,1
1234561169,1,4,2,2,4,3,5,2,1
1234561294,1,1,4,5,1,4,1,1,1
1234561245,1,4,3,2,2,5,2,4,1
1234561819,5,5,1,1,2,2,1,5,1
1234561185,3,3,3,5,5,4,1,3,0
1234561705,4,5,4,2,2,5,3,4,0
1234561948,5,5,4,4,5,3,4,2,1
1234561661,4,5,5,5,2,1,3,3,1
1234561102,4,2,2,1,3,3,1,4,1
1234561144,1,2,1,1,2,3,5,3,0
1234561193,5,5,1,4,4,2,4,1,1
1234561570,4,5,1,2,3,4,3,5,0
1234561866,4,3,1,4,5,2,4,2,1
1234561477,3,3,5,3,4,3,5,1,0
1234561525,2,1,1,4,2,2,4,4,0
1234561743,4,3,4,3,1,5,4,1,0
1234561247,2,4,5,1,4,3,2,1,1
1234561757,1,1,1,1,4,5,3,5,1
1234561972,4,3,2,5,3,1,1,4,1
1234561291,4,4,2,4,2,5,2,5,1
1234561732,1,5,3,5,1,3,1,2,0
1234561506,2,1,1,4,3,4,5,5,0
1234561513,5,5,1,4,2,3,2,4,1
1234561243,2,4,2,2,1,3,4,3,0
1234561586,4,2,5,2,5,5,3,1,1
1234561126,2,2,3,4,3,3,5,2,0
1234561071,1,1,5,3,1,4,2,5,0
1234561105,4,4,5,1,1,1,1,2,1
1234561176,4,4,5,5,1,4,5,5,1
1234561166,5,1,4,3,2,3,1,3,1
1234561894,1,2,4,5,2,5,1,1,0
1234561414,2,4,4,4,3,2,4,5,0
1234561037,1,3,2,3,1,3,5,5,0
1234561691,3,4,1,4,3,3,2,1,0
1234561040,3,3,1,4,3,5,2,4,0
1234561333,4,1,1,4,4,5,1,1,1
1234561280,2,4,1,1,2,3,4,2,0
1234561868,3,1,2,4,2,4,1,1,1
1234561885,4,3,2,3,4,3,3,4,0
1234561314,4,3,1,2,1,1,1,4,1
1234561426,3,5,3,1,5,2,1,4,0
1234561376,3,2,3,2,4,4,4,3,1
1234561133,4,5,2,4,2,1,5,3,1
1234561079,4,4,1,2,2,5,5,3,0
1234561258,1,4,2,4,2,1,3,1,0
1234561843,3,3,5,4,3,4,4,1,1
1234561458,1,4,1,4,5,2,2,3,0
1234561186,2,1,1,2,2,3,1,3,1
1234561660,4,4,5,5,3,3,3,2,0
1234561333,1,2,4,1,1,5,5,1,1
1234561770,5,2,2,3,4,1,1,4,1
1234561462,2,4,3,1,5,5,5,2,0
1234561782,2,2,2,3,1,1,3,4,1
1234561923,2,1,5,5,2,3,1,4,1
1234561780,2,4,2,4,4,1,5,1,0
1234561746,4,5,2,2,3,4,4,2,0
1234561898,1,3,3,4,5,5,5,2,1
1234561947,2,5,4,2,3,1,3,2,0
1234561611,1,4,1,1,3,1,5,4,1
1234561783,4,2,5,4,4,5,1,2,1
1234561863,5,1,4,5,4,3,3,5,1
1234561090,2,1,5,3,3,5,1,4,0
1234561119,2,5,1,4,4,2,2,5,1
1234561831,2,2,2,4,1,1,2,4,0
1234561741,2,1,2,5,5,4,2,1,0
1234561823,3,5,1,1,1,2,2,2,0
1234561680,2,3,1,1,4,3,4,5,1
1234561851,5,4,3,2,5,5,3,1,0
1234561201,3,5,4,3,1,2,2,1,1
1234561574,5,5,4,5,2,1,1,3,1
1234561558,3,5,2,2,1,4,3,3,1
1234561353,3,3,1,1,4,4,2,3,1
1234561545,2,2,3,5,3,2,1,3,1
1234561987,4,4,1,5,2,2,2,5,1
1234561928,1,3,5,4,3,1,4,3,1
1234561688,2,1,5,5,4,4,5,3,0
1234561120,2,2,3,3,2,1,5,3,0
1234561801,2,3,5,4,5,4,5,1,1
1234561829,2,1,3,2,5,1,2,4,1
1234561128,3,1,2,3,3,2,3,3,0
1234561483,5,3,1,2,4,5,2,1,1
1234561786,3,2,5,4,2,3,2,1,0
1234561041,1,5,1,5,1,1,4,2,0
1234561532,5,4,3,4,4,3,3,1,1
1234561362,2,4,4,3,1,5,3,5,1
1234561928,1,3,2,4,1,3,4,5,0
1234561218,2,1,2,4,3,3,2,2,0
1234561853,4,2,3,4,1,4,2,2,0
1234561616,3,4,3,1,4,5,4,4,0
1234561877,1,4,1,1,4,2,5,2,1
1234561159,5,1,2,5,4,5,5,5,0
1234561087,5,2,2,3,5,1,3,5,0
1234561940,2,3,3,1,1,2,3,5,0
1234561816,5,3,2,5,2,5,3,1,1
1234561430,5,2,4,4,1,5,4,1,1
1234561095,3,4,4,2,1,3,1,1,1
1234561574,1,2,2,4,2,5,4,2,1
1234561674,4,5,2,4,1,5,3,2,0
1234561497,4,1,3,4,2,1,4,3,1
1234561374,5,3,4,4,4,5,2,2,0
1234561445,2,5,3,2,1,5,2,5,0
1234561430,4,4,1,4,3,3,4,3,0
1234561208,1,4,1,4,5,5,4,2,0
1234561658,5,5,4,5,2,5,1,2,0
1234561535,2,5,2,4,1,4,4,3,0
1234561811,5,5,5,2,1,2,4,5,0
1234561275,2,3,2,5,4,4,3,1,1
1234561566,2,1,4,4,2,3,3,5,1
1234561422,1,1,3,1,2,3,5,4,1
1234561741,3,4,3,2,2,3,2,4,0
1234561558,5,1,4,2,5,2,3,4,0
1234561927,5,2,2,4,2,4,2,4,1
1234561110,4,2,5,4,5,5,4,3,1
1234561990,1,1,3,1,5,5,5,3,1
1234561119,5,3,2,3,3,4,2,2,0
1234561288,1,2,3,5,2,5,3,2,1
1234561137,4,2,4,2,2,4,5,4,0
1234561889,2,1,4,2,3,3,1,3,1
1234561794,5,4,4,2,2,1,3,3,0
1234561884,3,3,4,1,5,3,3,1,1
1234561924,3,3,5,3,5,4,1,5,1
1234561323,2,3,2,2,1,5,4,4,1
1234561313,5,5,2,5,3,1,5,2,1
1234561495,3,1,2,3,3,2,2,5,1
1234561572,2,5,3,2,2,5,2,2,0
1234561706,2,5,1,5,3,4,2,5,1
1234561104,4,4,2,1,4,4,3,2,1
1234561557,5,5,2,3,4,2,4,5,0
1234561247,2,2,2,1,2,4,4,3,1
1234561556,2,2,2,1,4,4,5,5,1
1234561003,4,1,3,5,3,4,3,4,0
1234561852,4,5,3,2,2,5,2,4,0
1234561509,4,1,2,5,1,4,3,5,1
1234561695,3,1,3,4,4,4,1,2,0
1234561670,2,5,5,3,4,2,4,2,0
1234561292,4,4,4,2,5,3,1,2,0
1234561947,5,4,3,2,3,4,1,4,1
1234561751,5,4,2,4,5,5,4,5,0
1234561660,5,5,1,3,2,5,4,4,0
1234561967,2,4,5,1,1,2,1,3,0
1234561722,2,2,1,1,4,5,3,4,1
1234561081,4,1,1,3,3,4,4,5,1
1234561149,2,3,1,1,2,4,4,1,1
1234561546,5,2,2,2,5,5,3,3,0
1234561982,4,2,3,1,3,2,3,2,1
1234561425,2,4,3,3,2,2,4,4,0
1234561324,3,2,3,2,2,3,5,1,1
1234561901,3,5,2,1,5,1,5,3,0
1234561238,4,5,2,5,4,4,4,1,0
1234561140,2,2,4,1,5,1,1,2,1
1234561506,2,4,1,2,4,4,4,1,1
1234561280,2,2,2,4,3,3,2,4,0
1234561236,2,3,5,1,3,1,2,5,1
1234561880,5,4,3,1,3,3,1,5,1
1234561164,4,5,4,3,3,3,1,2,1
1234561688,5,4,2,4,1,3,3,5,0
1234561494,1,5,3,3,2,4,1,3,0
1234561453,1,4,3,2,2,3,3,3,1
1234561388,5,3,1,1,3,4,4,2,1
1234561510,1,5,5,3,1,4,4,3,1
1234561590,4,5,3,4,3,4,1,3,1
